path,human,ground,auto,prosodic,ground_wer,ground_cer,auto_wer,auto_cer,prosodic_wer,prosodic_cer,prossegue,prossegue_wer,prossegue_cer
SP_DID_234_seg_1980.40_1989.51.wav,agora não agora o pessoal parece que entra e sai é um burburinho ali no cinema entra e sai todo mundo e eu acho que diminuiu bem o o pessoal que vai a cinema,agora não agora o pessoal parece que entra e sai é um burburinho ali no cinema entra e sai todo mundo e eu acho que diminuiu bem o o o pessoal que está cinema,abora não abora a pessoa parece que ele está rindo um morinho e olha o meu amigo para que a gente,abora não agora o pessoal parece que ele saiu assim no língua,0.0882,0.0446,0.7941,0.535,0.7941,0.6497,agora numa pora o pessoal parece que tinha essa no morinho mais um gênero,0.8235294117647058,0.6369426751592356
SP_DID_234_seg_2073.99_2074.72.wav,comédia,comédia,comédia,comédia,0.0,0.0,0.0,0.0,0.0,0.0,comédia,0.0,0.0
SP_DID_234_seg_60.35_65.07.wav,o que que falar agora sobre peças todas as peças que eu tenho assistido eu tenho gostado,que que falar agora sobre peças todas as peças que eu tenho assistido eu tenho gostado,o que que falar agora sobre peças todas as peças de eu tenho um de uí e tenho,o que que falar agora sobre peças todas as peças de eu tenho um homem,0.0588,0.0227,0.3529,0.2273,0.2941,0.2841,o que que falaram a nora sobre essas tosse as teses e o que diz não se rindo,0.7647058823529411,0.4659090909090909
SP_DID_234_seg_2093.51_2096.89.wav,filmes bons que ap passam na televisão que prendem muito né,filmes bons que passam na televisão que prendem muito né,filmes bons que a pecação na televisão tem que bem em um inédio,filmes bons que a pipação na televisão que prendem muito né,0.0909,0.0508,0.6364,0.3729,0.1818,0.1017,fiores bons e a apretação na televisão que prendem muito né?,0.36363636363636365,0.2033898305084746
SP_DID_234_seg_1340.16_1340.94.wav,porque às vezes eh,porque às vezes ele,porque às vezes,porque às vezes ser,0.25,0.1111,0.25,0.1667,0.25,0.1111,porque às vezes se,0.25,0.1111111111111111
SP_DID_234_seg_844.61_848.66.wav,é tudo tão parece tão tão mascarado sei lá,é tudo tão parece tão tão mascarado sei lá,é tudo tão parece tão mascarado sei lá,é tudo tão parece tão tão não é,0.0,0.0,0.1111,0.0952,0.3333,0.3333,é tudo tão parece tão gostarado assim a,0.4444444444444444,0.2619047619047619
SP_DID_234_seg_1267.56_1268.18.wav,ela ri,ela ri,para ela vir,ela vir,0.0,0.0,1.0,1.1667,0.5,0.3333,ela vir,0.5,0.3333333333333333
SP_DID_234_seg_404.45_407.75.wav,nó só assistiu três vezes,nós são de três vezes,nós só assistiu três vezes,nós só assistiam três vezes,0.6,0.36,0.2,0.04,0.4,0.12,nós só assistiu três vezes,0.2,0.04
SP_DID_234_seg_1471.11_1474.04.wav,sei lá eu acho que filme desenhos animados?,sei lá eu acho que filme desenhos animados,sem lá eu acho que filme desenhos animados,sei lá eu acho que filme desenhos animados,0.125,0.0233,0.25,0.0465,0.125,0.0233, disse ah eu acho que filme dezenhos animados,0.375,0.16666666666666666
SP_DID_234_seg_210.22_211.31.wav,mas foi bom também viu,mas foi bom também viu,mas foi bom também viu,mas foi bom também viu,0.0,0.0,0.0,0.0,0.0,0.0,mas foi bom também viu,0.0,0.0
SP_DID_234_seg_94.21_95.48.wav,mas também não lembro o nome de artista,mas também não lembro o nome de artista,mas também não lembro o nome de artista,mas também não lembro o nome de artista,0.0,0.0,0.0,0.0,0.0,0.0,mas também não lembro o nome de artista,0.0,0.0
SP_DID_234_seg_1823.81_1834.83.wav,saem do trabalho vão ao cinema saem da escola vão ao cinema quer dizer eh e a gente encontra no cinema no a a a para assistir um filme vários eh grupos de pessoas de de de de várias camadas,saem do trabalho vão ao cinema saindo da escola vão ao cinema quer dizer eh e a gente encontra no cinema no a para assistir um filme vários grupos de pessoas de de de de de várias camadas,saindo o trabalho a bolsa menina do menino de são,saindo trabalhavam as cinenas as as as pessoas são as irmãs,0.125,0.0741,0.925,0.8042,0.975,0.7513,saindo para dar nova o auxílioia para dar aulas e vira para o barriga,0.95,0.7619047619047619
SP_DID_234_seg_47.70_49.23.wav,prefiro ir a teatro do que a cinema,prefiro ir a teatro do que cinema,prefiro ir a teatro a do que a cinema,prefiro ir a teatro do que é cinema,0.125,0.0571,0.125,0.0571,0.125,0.0286,prefiro ir até a trobo que é cinema,0.5,0.2
SP_DID_234_seg_1134.96_1137.48.wav,eu acho que mais é a roupa maquiagem cabelo,eu acho que mais é a roupa maquiagem cabelo,eu acho que mais é a rota do meu amigo,eu acho que mais era roupa bom ninguém dá,0.0,0.0,0.4444,0.3256,0.5556,0.3721,e eu acho que mais se é a rota na que asa vem o,0.8888888888888888,0.4418604651162791
SP_DID_234_seg_989.32_989.56.wav,é,é,foi,é,0.0,0.0,1.0,3.0,0.0,0.0,é pausa pausa pausa pausa pausa do que é pausa,9.0,45.0
SP_DID_234_seg_1838.76_1841.87.wav,eu acho que e o cinema perdeu muito por causa da televisão,eu acho que o cinema perdeu muito por causa da televisão,eu acho que se você vê o que,eu acho que o cinema perdeu muito por causa da televisão,0.0833,0.0345,0.75,0.6552,0.0833,0.0345,eu acho que eu seme ela perdeu muito por causa da televisão,0.25,0.1206896551724138
SP_DID_234_seg_370.73_373.84.wav,depois eram eu notei que o público era mais refinado sabe,depois era um eu notei que o público era mais refinado sabe,depois eram eu não tenho que me cora da vez em quando,depois era um inotente para o público,0.1818,0.0351,0.7273,0.5088,0.7273,0.5965,depois eram eu não pensei que o comigo era mais ritmado sabe?,0.36363636363636365,0.2631578947368421
SP_DID_234_seg_1645.85_1647.42.wav,ainda mais com a televisão não é,ainda mais com a televisão não é,ainda mais com a televisão não é,ainda mais com a televisão não é,0.0,0.0,0.0,0.0,0.0,0.0,ainda mais com a televisão número de,0.2857142857142857,0.1875
SP_DID_234_seg_1732.48_1735.92.wav,eu tenho a impressão que o teatro perde público por falta de divulgação,eu tenho a impressão que o teatro perde público por falta de divulgação,eu tenho a impressão que o teatro é o peito público com o faltado e divulgação,eu tenho a impressão que o teatro vai perder público o corpo voltado à divulgação,0.0,0.0,0.5385,0.1972,0.4615,0.2254,eu tenho a impressão que eu até vou até ver do brigo roubado para fazer isso em barro,1.0,0.5915492957746479
SP_DID_234_seg_575.13_583.75.wav,eu tenho ido todas terças feiras no programa que aparece no sábado então é um grupo que estão fazendo uma promoção do lanjal então eu vou com eles,eu tenho ido todas as terças-feiras no programa que aparecem no sábado então é um grupo que estão fazendo uma promoção do lanchal então eu vou com eles,eu tenho ido todas ter essas feiras no programa,eu tenho ido todas terças-feiras no programa que a variesse é,0.1429,0.0479,0.7857,0.726,0.7143,0.6164,eu tenho ido todas as festas e as feiras no programa,0.8214285714285714,0.7054794520547946
SP_DID_234_seg_1042.36_1043.96.wav,mas tenho assistido filmes bons,mas eu tenho assistido filmes bons,mas tem filmes bons,mas tenho nem com vinhos,0.2,0.0968,0.4,0.4194,0.6,0.5484,mas tenho assistido filmes,0.2,0.16129032258064516
SP_DID_234_seg_356.96_364.97.wav,agora o o essas outras peças que eu tenho assistido eu não acho que o público se manifestasse assim aplaudindo muito,agora o o essas outras peças que eu tenha assistido eu não acho que o público se manifestasse assim aplaudindo muito,agora ou essas outras peças de se lhe gostam de os outros deles,agora com essas outras peças que eu tenho e aí me aljeciou e por bem agora mesmo,0.0476,0.0086,0.8095,0.6121,0.6667,0.5172,agora ou essas outras peças que eu tenho as viviam ou asso de um milho e as,0.6666666666666666,0.5
SP_DID_234_seg_1855.80_1862.95.wav,entramos a a eu acho que ah o os cinemas são,entramos ah ah eu acho que o o cinemas são,entrando já eu acho que eu ouço alguma lição,entramos ah eu acho que a oce e são,0.3636,0.1364,0.7273,0.4318,0.5455,0.2727,entrando ah eu acho que a oce nela sou,0.7272727272727273,0.3409090909090909
SP_DID_234_seg_45.59_47.03.wav,eu tenho ido bastante,eu tenho ido bastante,eu tenho ido bastante,eu tenho ido bastante,0.0,0.0,0.0,0.0,0.0,0.0,eu tenho rido bastante,0.25,0.047619047619047616
SP_DID_234_seg_903.29_908.15.wav,aquelas cenas que eles mudam rapidamente quer dizer é um mundo de gente a trabalhar né,aquelas cenas que eles mudam rapidamente quer dizer o mundo de gente a trabalhar né,aquelas cenas que mesmo dão rapidamente vem tezer em um rumo de gente rapacá né,aquelas cenas que eles mudam rapidamente de dizer,0.125,0.0465,0.5,0.2907,0.5625,0.4419, aquelas cenas que eles mudam rapidamente quer dizer que o mundo dizem que engana-lá-lá-lá-lá-lá-la,0.4375,0.37209302325581395
SP_DID_234_seg_1244.12_1245.82.wav,eu disse mas que filme vazio hein,mas que filme vazio hein,eu disse nas que filme rasiam em,eu disse mas que filme vazio em,0.2857,0.2727,0.4286,0.2424,0.1429,0.0909,eu disse mas que filme vá eu ir,0.42857142857142855,0.21212121212121213
SP_DID_234_seg_1332.52_1333.40.wav,sei lá mais o que,sei lá mais o quê,você vai lá só que,se ainda mais eu só que,0.2,0.0588,0.8,0.7059,0.8,0.5882,se irmãsse o que,0.6,0.4117647058823529
SP_DID_234_seg_877.33_877.85.wav,eu acho,eu acho,eu acho,que eu acho,0.0,0.0,0.0,0.0,0.5,0.5714,eu acho que eu acho que é o,3.0,2.857142857142857
SP_DID_234_seg_1465.61_1466.49.wav,eu tenho uma memória,eu tenho uma memória,eu tenho uma memória,eu tenho uma memória,0.0,0.0,0.0,0.0,0.0,0.0,eu tenho uma memória,0.0,0.0
SP_DID_234_seg_167.45_170.13.wav,dois artistas só mas a peça valeu viu,dois artistas só mas a peça valeu viu,nós artistas sonos a peça valeu viu,dois artistas somas a peça valeu,0.0,0.0,0.375,0.1892,0.375,0.1622,nós artistas somam essa peça vale eu vi o,1.0,0.35135135135135137
SP_DID_234_seg_525.21_540.99.wav,eu acho que é tudo é um conjunto né deve ser ah maquiadores ah fundo música e eu tenho impressão que é um um conjunto de de de trabalho medonho aquilo,eu acho que é todo é um conjunto né deve ser maquiadores ah fundo música e eu tenho a impressão que um conjunto de de de trabalho me doiam aquilo,e eu acho que é tudo é um conjunto mesmo de ser e no mundo que vai para ele pensa você se,eu acho que é tudo é um conjunto né,0.2258,0.1,0.6774,0.5867,0.7097,0.7667,eu acho que é tudo eu com os jovens que eles iam aviões com um dia de desfazinho,0.7741935483870968,0.6266666666666667
SP_DID_234_seg_265.12_265.73.wav,uma loira,uma loira,com a rua,um mais um,0.0,0.0,1.5,0.7778,1.5,0.7778,o avó era,1.5,0.6666666666666666
SP_DID_234_seg_145.53_146.51.wav,é um negócio né,é um negócio né,é um negócio né,é um negócio né,0.0,0.0,0.0,0.0,0.0,0.0,é um negócio né eu me gosto né e,1.25,1.1333333333333333
SP_DID_234_seg_1262.65_1265.41.wav,mas aquele filme saí cansada do cinema,e mais daquele filme saí cansada do cinema,mas aquele filme saem cansada do cinema,mas aquele filme sai cansada do cinema,0.4286,0.1053,0.1429,0.0526,0.1429,0.0263,mas aqui é filmes aí cansada do cinema,0.5714285714285714,0.13157894736842105
SP_DID_234_seg_214.63_220.05.wav,não sei eu vou de vez em quando eu vou mas não vou muito a cinema prefiro o teatro,não sei eu vou de vez em quando eu vou mas não vou muito ao cinema prefiro o teatro,não sei eu vou de vez em quando eu vou mas,não se eu vou de vez em quando eu vou mas não vou não vou dança eu não vai firme,0.0526,0.0122,0.4211,0.4878,0.4211,0.3171,não assim eu vou ver se enquanto eu vou não vou assim sim eu pego,0.631578947368421,0.45121951219512196
SP_DID_234_seg_940.53_941.41.wav,apesar de gostar muito,apesar de gostar muito,apesar de gostar muito,apesar de gostar muito,0.0,0.0,0.0,0.0,0.0,0.0,apesar de gostar muito,0.0,0.0
SP_DID_234_seg_2026.63_2029.07.wav,o que interessa bastante são jornais né que passam,o que interessa bastante são jornais né que passam,o que interessa bastante são joia mais meditação,o que interessar bastante são jornais re equipação,0.0,0.0,0.4444,0.32,0.4444,0.2,o que interesse é bastante são jornais meditação,0.5555555555555556,0.3
SP_DID_234_seg_1459.04_1460.31.wav,dos dois cachorrinhos?,dos dois cachorrinhos,dos dois cachorrinhos,dos dois cachorrinhos,0.3333,0.0455,0.3333,0.0455,0.3333,0.0455,dos dois tassourinhos,0.3333333333333333,0.19047619047619047
SP_DID_234_seg_275.81_278.61.wav,gostei bastante foi a última que eu assisti mas não lembro o nome dela viu?,gostei bastante fui a última gostei mas não lembro o nome dela,mostei bastante fui ao rotina que eu assisti nas boém e o nome dela viu,gostei bastante foi a última que eu assisti mas não lembro o nome dela viu,0.3333,0.24,0.5333,0.2133,0.0667,0.0133,gostei bastante foi a ultima que eu assisti mas não lembro o nome dela viu,0.06666666666666667,0.013513513513513514
SP_DID_234_seg_1976.31_1977.89.wav,chegou uma época que o cinema estava assim,chegou uma época que o cinema estava assim,chegou uma época que o cimela estava assim,chegou uma época que o cinema estava assim,0.0,0.0,0.125,0.0476,0.0,0.0, Chegou uma época que o cinema estava assim,0.0,0.0
SP_DID_234_seg_50.14_51.13.wav,quando o filme não é bom né?,quando o que o menino é bom né,quando o filme não é bom né,quando o filme não é bom né,0.5714,0.3571,0.1429,0.0357,0.1429,0.0357,quando o filme em ônibus,0.5714285714285714,0.4074074074074074
SP_DID_234_seg_65.48_72.68.wav,agora o que me chama muito atenção ah é roupas ah cenários,agora o que me chama muito a atenção ah roupas ah cenários,agora o que me chama muito a atenção,agora o que me chama muito a atenção a errubas a cenários,0.1667,0.069,0.5,0.431,0.4167,0.1379,agora o que nesse ano é muito atenção a eroa para as meninas,0.6666666666666666,0.3793103448275862
SP_DID_234_seg_310.10_312.29.wav,sei lá ando muito cansada não tenho ido mais a teatro,se lá eu ando muito cansado eu não tenho ido mais a teatro,sim lá ando muito cansada não tem ido mais a teatro,se lá ando muito cansada não tem ruído mais a teatro,0.3636,0.1509,0.1818,0.0943,0.2727,0.1132,se lado muito consagra não tem ido mais a vera do,0.6363636363636364,0.2641509433962264
SP_DID_234_seg_919.47_922.83.wav,e lá nos camarins é a coisa mais bagunçada que tem,e lá nos camarins é a coisa mais bagunçada que tem,eu ah você que é acusa,e lá nós vimos,0.0,0.0,0.9091,0.78,0.8182,0.78,que eu almo os tamarem ser a coisa mais da avançada,0.8181818181818182,0.56
SP_DID_234_seg_299.04_302.95.wav,prefiro ficar se a a aqui assistindo televisão ou dormindo ou lendo o jornal,prefiro ficar assim eh aqui assim televisão ou dormindo o jornal,prefiro ficar a ser a a que resistência,prefiro ficar se aqui assistindo televisão ou dormindo ou vendo o jornal,0.4286,0.2763,0.7857,0.6316,0.2143,0.0658,prefiro ficar se a que é assistindo televisão o boninho em gole em bolsonal,0.5714285714285714,0.2894736842105263
SP_DID_234_seg_95.48_96.11.wav,não guardo,não guardo,todo lado,não boável,0.0,0.0,1.0,0.6,0.5,0.6,não do lado,1.0,0.5
SP_DID_234_seg_1248.71_1260.06.wav,outro filme que me chocou bastante também dada as cenas brutas de de de m de mata e mata que matou um mundo de gente foi bonnie and clide eu acho que foi,outro filme que me chocou bastante também dada cenas brutas de de de de mata e mata que matou o mundo de gente foi bonino e cláide eu acho que foi,o outro filme que mexe ficou bastante também dava as cenas brusas de de de de na tarde na pôr o do que a gente diz esse o meu anjo,contro filme que deixou bastante,0.1818,0.0915,0.6667,0.3922,0.9091,0.8301,outro filme que me suco mais tente também,0.8787878787878788,0.7712418300653595
SP_DID_234_seg_203.44_203.86.wav,você assistiu,té o,se assistiu,você assistiu,1.0,0.9231,0.5,0.3077,0.0,0.0,você assistindo,0.5,0.23076923076923078
SP_DID_234_seg_1296.22_1297.96.wav,não conseguimos entrar fomos assistir esse filme,não conseguimos entrar como você disse esse filme,não consegui no central fomos assistir esse filme,não conseguimos entrar fomos assistir esse filme,0.4286,0.2292,0.4286,0.1042,0.0,0.0,não conseguimos sim para fomos assistir esse filme,0.2857142857142857,0.125
SP_DID_234_seg_584.25_602.06.wav,é incrível o que aparece lá os cortes que eles dão nas cenas e música que para artista que começa fora de de de de de de horário que eles batem tudo então e o que aparece para nós na televisão é tudo muito organizado não e o teatro não né o teatro tem que,é incrível que aparecem lá os cortes que eles dão nas cenas e música que para artista que começa fora de de de de horário que eles batem e tudo então e o que aparece para nós na televisão é tudo muito organizado e o teatro não né o teatro tem que,é incrível ou que aparece mal corte o argismo,é incrível o que aparecem aos cortes que nem não mas se eu preciso de se espalho assim de um dos meninos tem que se despeira da espécie de um menino de um as pessoas,0.1091,0.0588,0.9091,0.8392,0.8364,0.5843,é imprível que apareceu aos cortes se eles dão uma cena assim como se eles,0.8909090909090909,0.7568627450980392
SP_DID_234_seg_1354.02_1372.02.wav,eu acho que o p o o o o público o bom o a a o público de hoje que eu digo a a a turma a a mocidade a turma de de brotos eles preferem eu acho que filme de de sei lá de corrida eles adoram filmes de de de muita emoção de muita,eu acho que o o o o público bom o a o público de hoje que eu digo a a a a a a mocidade a turma de de brotos eles preferem eu acho que filme de de sei lá de corrida eles adoram filmes de de de muita emoção de muita,eu acho que eu co cobrir com o alcovícola o que eu hoje de o de do arra tal lá na,eu acho que o roubo brigou bom de água assim e olha a gente que para o povo de lá em cima do que eu dizia tem a eles esses esses e assim os,0.0893,0.0533,0.8393,0.7289,0.8214,0.6444,eu acho que eu como comigo com o alco comigo,0.9285714285714286,0.8311111111111111
SP_DID_234_seg_1120.20_1121.00.wav,ah nem sei,ai nem sei,mas sim,ah nem sei,0.3333,0.1,1.0,0.8,0.0,0.0,a venci,1.0,0.6
SP_DID_234_seg_1282.35_1283.90.wav,dolo doloroso, doloroso,tem um doloroso,que um doloroso,0.5,0.3846,1.0,0.4615,1.0,0.4615,vouro doloroso,0.5,0.23076923076923078
SP_DID_234_seg_1842.65_1846.48.wav,agora se você pergunta o que eu acho quando eu entro ao cinema eu entro,agora você pergunta o que eu acho quando eu entro ao cinema eu entro,agora você se pergunta o que eu acho quando eu entro aos meia-vendo,agora você você pergunta o que eu acho que você não vinha de aula,0.0667,0.0423,0.4,0.2394,0.5333,0.3662,agora se você pergunta o que eu não entendi eu não disse,0.4666666666666667,0.38028169014084506
SP_DID_234_seg_58.52_60.35.wav,peças olha nem sei viu,peças olha nem sei viu,nessas olha nem sei viu,essa sonha nem se viu,0.0,0.0,0.2,0.1364,0.6,0.3182, dessa sonha eu nem sei viu,0.6,0.4090909090909091
SP_DID_234_seg_656.44_657.30.wav,deve ser um diretor,deve ser um diretor,deve ser um diretor,deve ser um diretor,0.0,0.0,0.0,0.0,0.0,0.0,creve-se um diretor-se a um diretor,1.0,0.9473684210526315
SP_DID_234_seg_1623.15_1627.29.wav,quer dizer o teatro eu acho que está caminhando está melhorando,quer dizer o teatro eu acho que está caminhando está melhorando,quer dizer vou ter ator eu ah não sei se está também,quer dizer o teatro eu acho que está caminhando está por bíblia,0.0,0.0,0.7273,0.5397,0.1818,0.1587,quer dizer o pieto eu olho lá se o que ele já está lendo zalei o rano,1.0,0.5555555555555556
SP_DID_234_seg_7.36_9.50.wav,eu quase não vou ao cinema teatro,eu quase não vou ao cinema teatro,eu quase não vou ao cinema de aqui,e eu quase não vou ao cinema teatro,0.0,0.0,0.2857,0.1515,0.1429,0.0606,e o quarto eu não vou ao cininha na terra,1.0,0.48484848484848486
SP_DID_234_seg_608.89_612.44.wav,não sei eu não não não não entendo muito de teatro não tenho ido muito,não sei eu não não não entendo muito de teatro não tenho ido muito,não assim eu não nunca me viar,não sei eu não não esse,0.0667,0.0571,0.8,0.7143,0.6667,0.7,não sei eu mudo não um pedido muito despeava um pequeno,0.6666666666666666,0.4857142857142857
SP_DID_234_seg_1862.95_1868.29.wav,você vê as poltronas bem acomodado sentase assiste-se um filme bem acomodado,você vê as poltronas bem acomodadas sentam-se um filme bem acomodado,você vê as poltronas bem acomodadas sentar se assistir se não se entende como contava,você vê as poltronas bem acomodadas em tase as vesti-se um vinho bem acomodado,0.25,0.1579,0.8333,0.3553,0.5,0.1711,se vê as poltronas bem é por não nada às vezes se ia assim e,0.9166666666666666,0.5526315789473685
SP_DID_234_seg_2161.08_2168.35.wav,a não ser no domingo o fantástico que eu acho que é um programa bom muito muita coisa boa aparece no fantástico,a não ser no domingo fantástico eu acho que um programa bom muito muita coisa boa aparece no fantástico,a não ser no domingo o fantástico que eu acho que tem um problema,agrecia no domingo fantástico de papaga a gente viu e eu vou lá para o con convivismo,0.1364,0.0721,0.4545,0.4775,0.8636,0.5946,ah você não domingo eu sou fantástico porque eu acho que o problema é o problema,0.8181818181818182,0.5675675675675675
SP_DID_234_seg_1070.85_1077.19.wav,ele eu então estava comentando com um dos donos da da firma que ofereceu almoço para nós que o filme é era excelente,ele eu então estava comentando com um dos donos da da firma que ofereceu almoço para nós que o filme era excelente,e eu então estava comentando com os anos da firma que vive são os mais,e eu então estava comentando com um dos donos dessa firma,0.0435,0.0172,0.6522,0.4741,0.6087,0.5345,ele eu então estava comentando com um dos nomes na da filha tinha que fazer o uso,0.5652173913043478,0.4482758620689655
SP_DID_234_seg_1372.93_1382.68.wav,agora eh nós assim na na nossa minha faixa de idade eu tenho impressão que o pessoal ainda é pelos filmes mais que antigamente existiam mais os filmes bons,agora nós assim na na nossa na minha faixa de idade eu tenho a impressão que o pessoal ainda é pelos filmes mais que antigamente existiam mais os filmes bons,agora é nós assim na nossa menina e fala se é pedindo é isso os homens né,agora é nós assim nas asso rindo já dá de arro dia de dia,0.1034,0.0516,0.7586,0.6258,0.8621,0.7226,agora é nós assim a nossa minha faz a minha idade eu tenho o cresceu de um desci se vira se,0.7241379310344828,0.5612903225806452
SP_DID_234_seg_1270.11_1271.29.wav,eu fico numa tensão nervosa,fico numa tensão nervosa,eu fico numa tensão nervosa,eu fico numa tensão nervosa,0.2,0.1111,0.0,0.0,0.0,0.0, eu fico com uma atenção nervosa,0.6,0.2222222222222222
SP_DID_234_seg_1444.97_1455.86.wav,ah que qual outro filme que que o público infantil achou e gostou aquele filme dos cachorrinhos como é o nome?,ah que qual é outro filme que que o público infantil achou e gostou aquele filme dos cachorrinhos com o meu nome,aqui com outro filme que eu cubre com isso né senhoras vão ser um novo,aqui com outro filme que eu publico o infância que eu já tinha os novos para ir em uma esposa,0.2381,0.0636,0.8571,0.6273,0.8571,0.5636,aqui com a outra filmique que eu conheço a gente pediu as ruas eu sou desvindo eu sozinha,0.9523809523809523,0.6146788990825688
SP_DID_234_seg_470.86_473.37.wav,e olha quando eu começo a dar risada vou te contar,e olha quando começa a dar risada eu te conto,e ora quando eu começo a dar risada vou me contar,e olha quando eu começo a dar risada vou te contar,0.3636,0.16,0.1818,0.06,0.0,0.0,e hora quando eu começo a dar a visada vou levantar,0.45454545454545453,0.2
SP_DID_234_seg_202.05_202.76.wav,roda viva,já,roda viva, roda viva,1.0,1.0,0.0,0.0,0.0,0.0,toda viva todo a viva,2.0,1.4444444444444444
SP_DID_234_seg_2143.01_2144.34.wav,estou ficando quadrada de tanto sentar né,estou esqui no quadrado tanto cento,estou ficando com a brada de tanto cintar né,estou ficando quadrada de tantos em tá,0.7143,0.4146,0.5714,0.1951,0.4286,0.1951,estou vitão do quadro a dada tem duzentos e tal né?,1.2857142857142858,0.4878048780487805
SP_DID_234_seg_1281.03_1282.00.wav,cansativo né,cansativo né,linda que né,é vaga né,0.0,0.0,1.0,0.5833,1.0,0.6667,possativo lá,1.0,0.4166666666666667
SP_DID_234_seg_1087.67_1101.49.wav,agora o que me chama a atenção eu acho que são mais as cenas as cenas que que aparecem não sei eu não posso falar muito de ci de de cinema porque não sou muito dada a cinema né?,agora o que me chama a atenção eu acho que são mais as cenas as cenas que aparecem não sei não posso falar muito de de cinema porque não sou muito nada cinema,agora o que me chama a atenção eu acho que tem umas umas cenas que sejam assim um lugar lá o riozinho,agora o que me chama a atenção eu acho que são mais as cenas as cenas que se chamam de assim assim assim,0.1795,0.113,0.6923,0.548,0.5385,0.4746,agora o que me ensa lá quem sou eu vou sair de agora você o que você vai ser vestir a,0.8205128205128205,0.6988636363636364
SP_DID_234_seg_1574.34_1576.29.wav,eu acho que o público pre prefere cinema ainda,eu acho que o povo prefere cinema ainda,eu acho que eu cobrei e comprei preferisse ainda,eu acho que o público prefere-se bem ainda,0.2222,0.1957,0.5556,0.3913,0.3333,0.1957,eu acho que eu comprei comprei preferisse mesmo ainda,0.5555555555555556,0.41304347826086957
SP_DID_234_seg_1720.11_1723.62.wav,você vê o pessoal não está quase acostumado a ler jornais,você vê o pessoal não está quase acostumado a ler jornais,você vê o pessoal não está quase acostumado a melhor mais,você vê o pessoal não está quase acostumado a ler jornais,0.0,0.0,0.1818,0.1053,0.0,0.0,se ver o pessoal não está quase acostumado a região mais,0.36363636363636365,0.21052631578947367
SP_DID_234_seg_1602.89_1608.20.wav,hoje hoje em dia eu acho que os estudantes estão se interessando mais por teatro,hoje hoje em dia eu acho que os estudantes estão se interessando mais por teatro,hoje hoje em dia eu acho que os estudantes esses vinte e eles são,hoje hoje eu acho que eu sei se os andres desse eu sei isso eu sou um garoto,0.0,0.0,0.4,0.3125,0.9333,0.5875,pós eu hoje em diário eu acho que os estudantes e estudamos em si a cisterran,0.6,0.475
SP_DID_234_seg_15.92_19.46.wav,não gosto muito de filme muito triste não é comigo não,não gosto muito de filme muito triste não é comigo não,não gosto muito de filme muito de cinema comigo,não gosto muito né filme muito triste e não é comigo,0.0,0.0,0.3636,0.2778,0.2727,0.1481,não gosto muito de ciúme muito prestei-me mesmo,0.5454545454545454,0.3333333333333333
SP_DID_234_seg_259.87_261.28.wav,que pareceu que ganhou prêmio,e parecia que ganhou o prêmio,que pareceu que ganhou o prêmio,que pareceu que ganhou o prêmio,0.6,0.2069,0.2,0.069,0.2,0.069,que pareceu que ganhou o prêmio,0.2,0.06896551724137931
SP_DID_234_seg_1236.52_1237.95.wav,passa-se no cemitério,passa-se no cemitério,passasse o nosso cemitério,passasse no cemitério,0.0,0.0,1.0,0.2857,0.3333,0.0476,passá que cima o cemo no cemitério,1.6666666666666667,0.7142857142857143
SP_DID_234_seg_1694.07_1697.57.wav,é o fantástico é o sílvio santos e todo mundo assiste,é fantástico eu silvo santos e todo mundo assiste,é o fantástico eu ciovio santo você todo mundo assiste,é o fantástico é o silvio santos é todo mundo a,0.3636,0.1321,0.4545,0.2075,0.2727,0.1509,é um fantástico como eu sirvi usando-se que todo mundo não assisti,0.7272727272727273,0.41509433962264153
SP_DID_234_seg_1853.43_1854.96.wav,bom adquiro o bilhete para entrar,bom adquiri o bilhete para entrar,não eu ia fazer para sentar,bom vindo bem de alugar,0.1667,0.0303,0.8333,0.5758,0.8333,0.6061,duas queiram o bilhete para entrar,0.3333333333333333,0.2727272727272727
SP_DID_234_seg_20.58_21.49.wav,eu tenho ido a teatro,eu tenho ido a teatro,eu tenho ido a teatro,eu tenho ido a teatro,0.0,0.0,0.0,0.0,0.0,0.0,eu tenho ido até para o,0.6,0.3333333333333333
SP_DID_234_seg_9.50_10.79.wav,ah às vezes eu vou,às vezes eu vou,às vezes eu vou,às vezes eu vou,0.2,0.1667,0.2,0.1667,0.2,0.1667,às vezes se eu vou,0.4,0.3333333333333333
SP_DID_234_seg_764.54_775.45.wav,eu acho que eles têm mais eh mais preparo mais sei lá eles devem deve ser outro tipo de de de trabalho né?,eu acho que eles têm mais eh mais preparo mais sei lá eles devem de ser outro tipo de de trabalho né,eu acho que eles finam eles não,e eu acho que eles têm mais é mais preparo mais sei a eles bebem deles é sobre o dico assim,0.1304,0.0566,0.7826,0.7453,0.5652,0.3491,e eu acho que eles têm mais e mais,0.7391304347826086,0.7142857142857143
